Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
23.0,43,1.791759469228055,7.0,0,1021.71,6,2,9.0,2,0
30.0,59,1.8718021769015913,49.0,1,1001.22,1,0,7.5,1,1
-2.0,74,2.0794415416798357,83.0,3,999.2,0,3,4.0,1,3
15.0,88,2.4849066497880004,60.0,1,999.44,1,2,3.0,2,2
28.0,71,2.4423470353692043,79.0,3,998.57,1,2,2.0,0,2
0.0,60,1.791759469228055,56.0,1,995.59,1,3,1.5,2,3
33.0,67,1.7047480922384253,46.0,3,1013.32,4,0,9.0,2,1
0.0,88,1.7047480922384253,59.0,3,983.67,0,3,4.0,1,3
32.0,68,1.9459101490553132,1.0,0,1016.28,10,0,9.5,2,0
28.0,66,2.6026896854443837,45.0,1,1000.76,2,3,9.0,1,1
24.0,66,2.3513752571634776,47.0,1,1004.79,4,3,5.5,0,1
35.0,48,1.252762968495368,16.0,1,1015.9,5,2,7.0,2,0
-8.0,63,3.0204248861443626,52.0,3,983.82,0,3,2.0,1,3
21.0,59,1.252762968495368,0.0,0,1017.02,9,2,6.0,1,0
11.0,70,2.0794415416798357,12.0,1,1005.16,3,2,7.5,0,1
39.0,94,2.803360380906535,94.0,3,1010.92,5,2,1.5,2,2
-5.0,87,1.5040773967762742,52.0,3,985.21,0,3,1.0,1,3
20.0,78,2.6026896854443837,89.0,0,1016.65,13,2,8.5,2,0
17.0,74,2.4423470353692043,103.0,3,1018.89,12,2,6.0,1,2
39.0,60,2.3513752571634776,13.0,0,1013.69,8,0,8.0,0,0
1.0,102,3.58351893845611,90.0,3,988.38,5,3,4.0,2,3
13.0,83,2.0794415416798357,90.0,3,999.27,2,3,1.5,1,2
59.0,106,2.2512917986064953,109.0,0,1023.39,13,3,9.0,2,0
-1.0,93,2.6741486494265287,62.0,3,988.34,0,3,3.5,1,3
32.0,66,0.9162907318741551,33.0,1,1010.87,1,0,8.5,2,1
0.0,78,3.0204248861443626,85.0,3,998.09,0,3,2.0,2,3
-4.0,61,2.1972245773362196,73.0,3,990.23,0,3,3.5,2,3
-2.0,94,2.70805020110221,60.0,1,991.2,1,3,3.0,1,3
42.0,26,2.0149030205422647,6.0,0,1011.69,7,1,7.5,1,0
11.0,86,2.833213344056216,64.0,3,990.95,2,1,2.5,0,2
25.0,24,2.1400661634962708,18.0,0,1027.27,5,3,8.5,1,0
26.0,95,2.6026896854443837,66.0,3,1009.96,1,1,2.5,0,2
14.0,96,2.833213344056216,59.0,3,1016.65,2,0,4.0,1,2
-6.0,69,1.6094379124341003,74.0,1,982.49,1,3,4.0,2,3
18.0,78,1.3862943611198906,15.0,1,1011.45,2,1,8.5,1,1
28.0,66,1.6094379124341003,5.0,0,1018.89,7,1,9.0,0,0
27.0,63,1.252762968495368,16.0,1,1029.77,11,2,9.5,2,0
15.0,75,1.9459101490553132,30.0,1,1010.66,2,1,6.5,0,1
-2.0,68,2.302585092994046,97.0,3,988.46,0,3,4.0,2,3
31.0,59,2.740840023925201,20.0,3,1001.96,1,0,7.5,2,1
29.0,55,2.0794415416798357,20.0,3,1019.91,4,0,5.5,1,1
18.0,69,2.6741486494265287,43.0,3,1003.49,4,1,7.5,2,1
17.0,54,0.9162907318741551,20.0,3,1015.92,4,3,8.5,0,1
32.0,59,2.1400661634962708,43.0,3,1010.05,1,2,7.0,0,1
32.0,78,2.0149030205422647,31.0,3,968.75,1,0,5.0,1,0
40.0,96,0.6931471805599453,88.0,0,1021.63,0,1,7.5,2,0
27.0,77,2.833213344056216,95.0,1,1023.17,0,1,10.5,0,0
-8.0,89,2.0794415416798357,75.0,1,987.39,1,3,4.0,1,3
44.0,40,1.9459101490553132,15.0,0,1026.5,11,2,6.5,2,0
17.0,63,2.302585092994046,10.0,3,1011.5,3,3,6.5,1,1
17.0,65,2.772588722239781,60.0,1,1001.27,3,2,4.0,2,2
41.0,38,0.9162907318741551,8.0,0,1028.58,8,3,9.5,1,0
24.0,54,2.740840023925201,10.0,3,1017.7,1,1,5.5,0,1
25.0,51,1.6094379124341003,3.0,0,1017.49,9,1,7.5,2,0
22.0,47,1.252762968495368,1.0,0,1025.67,7,2,8.5,2,0
31.0,106,3.4339872044851463,76.0,3,1001.99,0,1,8.0,0,1
2.0,80,2.833213344056216,77.0,3,996.19,4,3,1.5,2,3
33.0,42,1.6094379124341003,8.0,1,1021.96,5,0,9.0,0,0
23.0,23,1.5040773967762742,8.0,0,1027.69,5,0,6.5,2,0
32.0,61,1.9459101490553132,97.0,3,1000.84,0,0,3.0,1,2
13.0,50,1.9459101490553132,13.0,1,1001.38,1,1,7.5,2,1
12.0,54,2.4423470353692043,47.0,1,1007.02,3,0,7.0,0,1
26.0,33,2.1400661634962708,6.0,0,1025.21,8,0,7.5,2,0
23.0,63,1.3862943611198906,18.0,0,1024.52,5,3,8.0,1,0
23.0,104,1.5040773967762742,76.0,1,1028.36,8,1,4.0,0,0
-3.0,91,3.0204248861443626,51.0,3,985.77,0,3,2.5,1,3
12.0,56,2.5257286443082556,26.0,1,1003.73,3,3,5.5,0,1
-6.0,95,1.5040773967762742,82.0,3,990.75,11,3,1.0,1,3
5.0,104,2.6026896854443837,79.0,3,996.81,0,3,5.0,2,3
4.0,62,2.0794415416798357,68.0,3,991.16,0,3,4.0,2,3
-2.0,71,1.9459101490553132,91.0,3,989.38,0,3,3.0,1,3
22.0,78,2.8622008809294686,74.0,3,990.53,3,1,4.0,2,2
29.0,83,2.917770732084279,81.0,3,1000.77,2,3,4.5,1,2
28.0,67,1.252762968495368,28.0,1,1045.99,8,1,3.0,0,1
3.0,74,2.803360380906535,92.0,3,981.7,1,3,1.5,2,3
29.0,82,2.9444389791664403,78.0,3,991.54,3,0,4.0,1,2
-10.0,75,2.2512917986064953,94.0,3,990.03,0,3,4.0,2,3
18.0,75,2.4849066497880004,20.0,1,1003.14,4,2,7.5,1,1
39.0,39,1.5040773967762742,16.0,1,1014.76,8,1,8.0,1,0
26.0,60,0.9162907318741551,14.0,0,1028.72,5,2,8.5,1,0
0.0,83,2.970414465569701,78.0,3,992.31,1,3,4.0,2,3
29.0,91,3.0204248861443626,86.0,3,1010.19,0,3,4.5,0,2
20.0,48,2.302585092994046,8.0,0,1012.09,10,1,6.5,0,0
43.0,60,1.5040773967762742,2.0,0,1011.03,8,0,7.5,2,0
26.0,83,2.4423470353692043,72.0,3,1004.7,1,1,8.0,0,1
34.0,53,2.0149030205422647,41.0,1,1013.81,1,3,8.0,0,1
31.0,71,2.5257286443082556,51.0,3,999.2,2,3,4.0,0,2
16.0,103,2.917770732084279,95.0,3,1004.72,12,2,1.5,0,1
-8.0,96,2.833213344056216,91.0,3,998.14,1,3,3.5,1,3
31.0,95,1.8718021769015913,79.0,3,994.38,3,2,4.5,0,2
15.0,95,1.8718021769015913,54.0,3,996.04,1,3,1.5,2,2
20.0,79,2.3513752571634776,40.0,1,1004.02,1,0,5.0,2,1
38.0,40,1.791759469228055,11.0,0,1010.5,9,2,9.5,0,0
25.0,27,1.6094379124341003,15.0,0,1017.86,5,2,7.5,2,0
34.0,45,2.0794415416798357,8.0,0,1019.45,9,3,7.0,1,0
27.0,72,2.803360380906535,57.0,3,991.14,1,1,4.0,0,2
37.0,57,1.5040773967762742,16.0,0,1010.9,5,2,9.5,2,0
34.0,79,2.6741486494265287,89.0,3,990.29,0,1,2.5,1,2
-16.0,98,1.7047480922384253,73.0,3,994.1,0,3,0.0,1,3
31.0,29,2.0794415416798357,16.0,1,1023.21,5,0,7.0,0,0
21.0,108,2.9444389791664403,96.0,3,992.8,9,2,1.5,2,2
3.0,88,2.995732273553991,74.0,3,986.86,1,3,3.5,1,3
20.0,21,2.302585092994046,9.0,1,1013.66,9,2,7.5,0,0
31.0,52,2.0794415416798357,19.0,0,1024.37,7,1,8.0,2,0
39.0,34,1.5040773967762742,5.0,0,1016.3,7,0,7.5,1,0
16.0,50,2.302585092994046,32.0,1,1000.8,1,2,7.5,2,1
19.0,70,3.3141860046725258,100.0,3,1012.31,9,1,2.0,1,2
19.0,91,2.0149030205422647,68.0,3,1016.8,2,1,2.0,0,2
-2.0,83,1.5040773967762742,52.0,3,999.04,1,3,3.5,2,3
26.0,50,1.3862943611198906,20.0,1,1008.81,1,1,5.5,1,1
18.0,98,3.091042453358316,92.0,1,1010.14,8,0,11.0,0,1
44.0,65,2.0149030205422647,3.0,0,1021.53,8,2,7.0,0,0
42.0,52,1.3862943611198906,12.0,1,1025.53,9,1,5.5,2,0
15.0,51,2.70805020110221,44.0,1,1006.17,2,1,7.5,2,1
52.0,101,2.0794415416798357,96.0,0,1021.67,1,1,6.5,0,0
0.0,89,3.0204248861443626,54.0,3,994.67,0,3,3.5,2,3
-9.0,88,1.791759469228055,63.0,3,981.68,0,3,3.0,1,3
11.0,68,2.0794415416798357,81.0,1,1004.46,3,1,1.5,1,2
26.0,68,2.0149030205422647,32.0,3,1015.95,2,0,6.0,0,1
19.0,87,0.6931471805599453,70.0,1,1012.87,3,3,11.5,1,0
33.0,60,2.0794415416798357,37.0,1,1009.8,2,1,6.0,2,1
26.0,71,1.6094379124341003,39.0,1,1011.13,4,0,6.0,0,1
31.0,94,1.791759469228055,53.0,1,1000.48,3,3,4.0,0,2
34.0,89,1.8718021769015913,85.0,1,994.36,0,0,1.5,2,2
-10.0,76,2.8903717578961645,51.0,3,988.06,1,3,2.0,2,3
45.0,95,1.3862943611198906,107.0,3,1013.55,1,0,8.0,0,1
29.0,81,1.791759469228055,95.0,3,990.38,2,3,4.5,2,2
24.0,94,1.8718021769015913,58.0,3,999.28,2,3,1.5,0,2
14.0,95,2.772588722239781,52.0,3,1001.31,3,0,2.5,0,2
28.0,66,0.9162907318741551,8.0,0,1028.57,6,3,8.0,0,0
16.0,79,2.6026896854443837,65.0,1,994.52,1,0,1.0,0,2
17.0,66,2.3513752571634776,28.0,1,1006.33,4,1,6.5,0,1
22.0,76,1.252762968495368,35.0,3,1006.76,4,1,7.0,1,1
31.0,69,1.8718021769015913,73.0,1,1010.26,3,3,4.0,0,2
-13.0,102,2.9444389791664403,93.0,3,984.22,9,3,5.5,1,3
23.0,94,2.9444389791664403,50.0,1,1003.54,1,1,2.0,2,2
19.0,76,2.3513752571634776,14.0,3,1012.3,2,0,6.5,1,1
39.0,84,3.5115454388310208,71.0,1,1019.59,3,3,4.0,2,2
4.0,74,2.2512917986064953,77.0,3,987.85,1,3,3.5,1,3
2.0,80,2.6026896854443837,93.0,3,987.85,1,3,1.5,1,3
-9.0,77,1.3862943611198906,97.0,3,990.49,0,3,3.0,2,3
23.0,63,1.0986122886681098,16.0,1,1015.73,4,0,8.5,0,1
13.0,60,1.8718021769015913,31.0,3,1019.03,2,0,5.5,1,1
19.0,59,0.6931471805599453,25.0,3,1011.4,3,2,5.0,0,1
17.0,89,2.917770732084279,89.0,3,1001.82,1,0,4.5,0,2
41.0,20,0.9162907318741551,13.0,0,1028.27,5,3,9.0,2,0
6.0,76,1.252762968495368,64.0,1,1000.66,6,0,0.0,1,3
33.0,36,1.7047480922384253,2.0,0,1026.57,7,3,8.5,0,0
11.0,57,1.791759469228055,19.0,1,1019.91,1,1,7.5,1,1
4.0,81,2.302585092994046,72.0,1,995.05,0,3,2.5,1,3
30.0,73,2.6741486494265287,67.0,1,1000.4,0,1,3.0,1,2
27.0,64,1.0986122886681098,42.0,1,1005.59,4,1,8.0,2,1
32.0,91,1.8718021769015913,67.0,3,1004.63,3,1,2.0,2,2
-2.0,60,2.4849066497880004,61.0,3,986.79,0,3,3.5,1,3
3.0,72,2.3978952727983707,78.0,3,987.7,1,3,4.5,1,3
-8.0,92,1.8718021769015913,54.0,3,999.41,1,3,3.0,2,3
34.0,71,1.6094379124341003,42.0,1,1001.55,4,1,7.0,2,1
38.0,44,1.8718021769015913,7.0,1,1015.53,5,1,9.5,1,0
22.0,57,1.791759469228055,2.0,0,1026.21,5,2,8.0,2,0
20.0,20,2.1972245773362196,7.0,0,1027.65,6,0,9.5,1,0
-8.0,60,1.9459101490553132,77.0,3,983.66,0,3,2.5,1,3
47.0,72,2.5257286443082556,108.0,0,1019.44,12,2,9.5,1,0
-9.0,70,1.791759469228055,67.0,1,980.37,0,3,4.5,2,3
39.0,42,1.3862943611198906,19.0,1,1011.63,7,3,6.0,1,0
21.0,86,2.3513752571634776,58.0,1,997.76,1,0,3.0,2,2
-3.0,99,1.791759469228055,87.0,1,987.24,1,3,3.0,1,3
29.0,46,1.9459101490553132,9.0,0,1014.94,5,0,6.5,1,0
30.0,60,2.0149030205422647,75.0,3,998.88,1,2,4.0,0,2
30.0,64,2.0794415416798357,51.0,3,1014.89,3,1,3.5,1,2
-1.0,82,1.3862943611198906,64.0,3,991.36,1,3,3.5,1,3
26.0,82,2.970414465569701,90.0,3,994.41,2,0,3.0,2,2
11.0,74,1.9459101490553132,86.0,3,1009.58,3,0,2.5,2,2
26.0,23,1.3862943611198906,13.0,0,1014.87,5,1,7.5,0,0
12.0,75,3.0204248861443626,66.0,1,1019.53,1,2,4.5,0,2
-12.0,24,1.3862943611198906,50.0,1,1016.12,3,1,6.5,1,0
32.0,60,2.302585092994046,52.0,3,992.85,3,3,4.5,0,2
24.0,80,3.4965075614664802,84.0,3,1013.59,1,2,3.0,2,2
24.0,78,2.0794415416798357,27.0,1,1004.99,4,1,6.5,0,1
36.0,33,2.2512917986064953,2.0,1,1025.96,6,1,9.0,0,0
-7.0,81,1.9459101490553132,85.0,3,985.67,0,3,2.0,2,3
21.0,58,2.1400661634962708,16.0,3,1019.37,2,2,7.5,1,1
16.0,76,2.302585092994046,65.0,3,1006.24,3,0,2.5,0,2
18.0,71,2.302585092994046,91.0,3,995.69,1,0,1.0,1,2
1.0,63,2.5257286443082556,82.0,3,997.03,0,3,1.5,1,3
19.0,91,2.3978952727983707,62.0,3,1004.94,2,3,2.0,0,2
35.0,40,2.0794415416798357,5.0,1,1013.66,9,1,9.5,1,0
-4.0,74,2.8903717578961645,56.0,3,980.29,1,3,2.5,2,3
20.0,98,2.9444389791664403,78.0,1,1007.06,0,2,2.0,0,2
34.0,24,2.3978952727983707,1.0,0,1019.98,10,1,7.0,2,0
40.0,26,2.302585092994046,19.0,0,1023.2,6,1,9.0,1,0
33.0,80,2.70805020110221,77.0,3,1016.88,1,2,4.5,0,2
-2.0,96,1.9459101490553132,66.0,3,984.93,0,3,1.5,1,3
0.0,84,2.8903717578961645,96.0,3,989.75,0,3,1.0,2,3
-2.0,106,3.2188758248682006,73.0,1,981.5,13,3,1.5,1,3
34.0,67,2.9444389791664403,88.0,3,1018.97,1,1,3.5,0,2
13.0,73,1.3862943611198906,33.0,1,1013.57,2,0,5.5,1,1
2.0,100,3.332204510175204,82.0,3,984.28,12,3,3.5,1,3
2.0,95,2.4423470353692043,50.0,1,995.71,0,3,5.0,2,3
0.0,76,2.740840023925201,95.0,3,996.54,1,3,2.0,2,3
-9.0,70,2.0149030205422647,93.0,3,988.14,1,3,2.5,1,3
29.0,70,2.1400661634962708,91.0,3,1019.22,2,0,3.0,2,2
14.0,65,2.917770732084279,74.0,3,1004.29,2,3,2.0,1,2
22.0,69,2.5257286443082556,26.0,3,1000.43,4,1,6.5,1,1
21.0,90,2.772588722239781,83.0,3,995.43,1,1,1.5,2,2
24.0,51,2.1972245773362196,26.0,1,1018.31,2,0,6.5,2,1
15.0,91,2.0149030205422647,92.0,3,993.62,0,0,2.5,1,2
30.0,58,0.9162907318741551,41.0,1,1000.16,3,1,6.5,1,1
20.0,63,3.044522437723423,55.0,3,1017.9,3,1,1.0,1,2
29.0,103,3.1570004211501135,97.0,1,1012.64,8,1,1.5,1,2
27.0,21,0.9162907318741551,9.0,0,1028.6,7,2,6.0,1,0
36.0,78,2.6026896854443837,86.0,1,1017.41,7,3,2.5,1,1
42.0,95,2.8622008809294686,105.0,0,1017.9,6,0,4.0,0,0
-8.0,68,2.4849066497880004,76.0,3,989.03,0,3,3.5,2,3
33.0,26,2.0149030205422647,5.0,0,1029.26,7,1,9.5,0,0
3.0,64,2.772588722239781,54.0,3,990.39,0,3,1.5,1,3
10.0,77,2.5257286443082556,79.0,1,1002.35,3,2,2.5,0,2
-10.0,65,2.1400661634962708,78.0,3,999.97,0,3,4.5,1,3
3.0,96,1.3862943611198906,68.0,3,984.04,1,3,4.0,1,3
-6.0,60,2.5649493574615367,79.0,1,997.36,1,3,2.0,1,3
-10.0,97,1.6094379124341003,93.0,1,987.18,1,3,3.5,2,3
34.0,77,1.6094379124341003,46.0,3,1015.98,1,3,5.0,0,1
11.0,87,2.803360380906535,66.0,1,990.51,1,3,3.0,1,2
-5.0,80,1.3862943611198906,99.0,3,989.91,0,3,1.5,2,3
28.0,65,2.0149030205422647,44.0,1,1016.96,3,2,5.0,1,1
18.0,63,0.6931471805599453,15.0,1,1001.89,1,3,9.0,1,1
21.0,35,0.6931471805599453,19.0,1,1029.78,5,3,7.0,2,0
14.0,90,2.9444389791664403,73.0,3,991.27,3,3,2.0,1,2
33.0,63,1.6094379124341003,15.0,0,1022.72,7,2,6.5,0,0
11.0,93,2.3978952727983707,63.0,1,1007.74,3,2,5.0,2,2
-6.0,70,2.3513752571634776,62.0,3,986.98,1,3,2.5,2,3
11.0,87,3.0204248861443626,84.0,3,1000.8,2,0,3.5,1,2
33.0,65,2.1400661634962708,45.0,1,1019.07,1,1,9.0,0,1
22.0,62,2.70805020110221,91.0,3,1019.57,3,0,4.0,1,2
27.0,50,1.7047480922384253,15.0,0,1012.86,10,0,8.5,2,0
-7.0,98,0.6931471805599453,98.0,3,987.4,0,3,2.5,1,3
12.0,69,1.7047480922384253,29.0,3,1012.37,4,2,8.5,1,1
35.0,49,1.5040773967762742,13.0,1,1016.25,5,0,8.0,2,0
-10.0,68,1.3862943611198906,70.0,3,987.09,0,3,3.5,1,3
33.0,85,3.349904087274605,84.0,1,991.68,0,3,6.0,0,2
25.0,92,3.4657359027997265,90.0,3,1017.26,6,2,0.5,0,2
25.0,51,1.5040773967762742,6.0,0,1021.18,10,3,7.5,2,0
44.0,64,2.302585092994046,15.0,1,1025.71,5,1,8.5,1,0
31.0,63,2.8903717578961645,53.0,3,1016.02,1,0,2.0,0,2
20.0,67,1.6094379124341003,27.0,3,1010.5,2,0,8.0,0,1
28.0,53,2.1972245773362196,16.0,0,1016.17,6,1,9.0,0,0
4.0,85,2.6390573296152584,95.0,3,988.3,0,3,1.5,1,3
28.0,104,3.091042453358316,109.0,1,1008.63,0,0,3.0,0,2
21.0,61,1.0986122886681098,33.0,1,1014.64,4,2,7.0,2,1
3.0,89,2.0794415416798357,82.0,3,998.9,1,3,3.0,2,3
-3.0,96,1.3862943611198906,91.0,1,994.14,8,3,2.5,2,3
28.0,63,1.791759469228055,2.0,0,1010.5,10,3,7.5,0,0
39.0,69,1.7047480922384253,11.0,0,1012.36,8,3,7.5,0,0
26.0,54,2.6390573296152584,46.0,1,1011.35,1,2,6.0,2,1
29.0,51,2.5257286443082556,14.0,1,1016.46,3,3,5.0,0,1
38.0,22,1.791759469228055,7.0,0,1016.55,8,2,9.0,1,0
26.0,99,2.9444389791664403,67.0,3,1015.24,2,1,3.0,1,2
21.0,57,1.252762968495368,45.0,1,1007.93,1,2,5.5,0,1
40.0,21,1.8718021769015913,7.0,0,1010.93,7,2,9.0,1,0
35.0,42,1.9459101490553132,11.0,0,1024.48,5,1,7.5,0,0
3.0,97,1.3862943611198906,66.0,3,991.12,1,3,3.5,1,3
23.0,83,2.3513752571634776,90.0,3,1010.97,3,3,3.5,1,2
19.0,74,2.0149030205422647,37.0,3,1018.34,2,3,7.0,0,1
32.0,71,2.70805020110221,24.0,1,1000.28,4,1,6.0,2,1
-8.0,82,2.6390573296152584,90.0,3,985.99,1,3,1.0,2,3
16.0,82,3.349904087274605,81.0,3,995.65,3,2,2.0,0,2
13.0,52,2.5257286443082556,44.0,1,1003.47,3,1,8.5,0,1
18.0,73,2.5257286443082556,12.0,3,1006.46,1,0,7.5,1,1
43.0,30,1.8718021769015913,7.0,0,1028.14,5,1,5.5,1,0
14.0,73,2.6390573296152584,40.0,3,1016.96,1,2,8.0,0,1
10.0,53,1.9459101490553132,43.0,1,1005.75,4,1,5.5,2,1
28.0,72,2.1972245773362196,71.0,3,1003.7,1,1,2.5,1,2
-7.0,72,2.0149030205422647,94.0,3,999.86,0,3,3.5,1,3
3.0,89,2.8903717578961645,80.0,1,980.91,1,3,4.5,2,3
10.0,63,2.803360380906535,98.0,3,1007.79,2,0,1.5,1,2
23.0,75,2.6390573296152584,48.0,1,1018.2,2,3,8.5,1,1
30.0,65,2.3978952727983707,67.0,3,1001.1,2,0,3.5,2,2
-8.0,70,1.252762968495368,84.0,3,985.21,1,3,2.5,2,3
9.0,82,2.8622008809294686,107.0,3,1011.48,4,1,0.5,1,1
5.0,83,3.449987545831587,96.0,1,991.86,13,3,1.5,1,3
14.0,81,2.970414465569701,79.0,1,1005.82,1,0,1.5,0,2
10.0,76,2.772588722239781,53.0,3,1001.63,0,0,4.5,2,2
15.0,63,2.3978952727983707,83.0,3,1016.68,0,1,2.5,0,2
33.0,96,3.2386784521643803,97.0,1,1010.21,5,3,2.0,2,1
24.0,63,2.740840023925201,47.0,1,1016.18,1,0,5.5,2,1
-5.0,76,2.4849066497880004,86.0,3,984.05,1,3,2.5,2,3
16.0,67,2.0149030205422647,30.0,1,1011.71,4,1,6.0,1,1
26.0,97,3.068052935133617,81.0,3,1005.35,12,0,5.5,0,2
22.0,62,2.302585092994046,26.0,1,1019.79,1,2,9.0,1,1
-10.0,87,0.9162907318741551,76.0,1,982.49,1,3,1.5,1,3
28.0,46,2.1972245773362196,11.0,0,1010.17,6,3,5.5,0,0
0.0,71,0.9162907318741551,67.0,3,995.64,1,3,3.5,1,3
12.0,82,2.9444389791664403,78.0,3,1018.01,1,3,4.5,0,2
32.0,93,2.772588722239781,51.0,3,1010.4,0,2,3.0,0,2
-10.0,96,2.6390573296152584,97.0,3,998.31,1,3,1.0,1,3
30.0,51,1.3862943611198906,48.0,1,1012.49,3,2,6.5,1,1
-6.0,67,2.5649493574615367,89.0,3,998.75,0,3,3.0,2,3
31.0,69,2.833213344056216,50.0,1,1016.26,2,3,4.5,1,2
36.0,61,1.252762968495368,14.0,0,1019.32,5,3,6.0,0,0
23.0,57,2.6026896854443837,21.0,3,1008.93,2,2,8.0,2,1
33.0,53,1.9459101490553132,44.0,1,1011.26,2,0,5.5,2,1
55.0,96,1.3862943611198906,84.0,1,1007.32,12,0,8.5,2,1
30.0,53,1.0986122886681098,22.0,3,1004.61,2,0,8.0,0,1
29.0,71,2.1400661634962708,22.0,1,1002.82,1,2,8.0,1,1
-3.0,96,1.791759469228055,53.0,1,982.79,1,3,3.0,2,3
19.0,67,2.6026896854443837,98.0,1,994.55,1,2,3.0,0,2
23.0,70,2.3513752571634776,38.0,1,1019.56,1,1,7.0,2,1
22.0,66,2.0794415416798357,23.0,3,1005.65,2,3,8.5,0,1
55.0,103,3.1570004211501135,95.0,1,1007.41,5,3,8.0,0,1
37.0,40,1.0986122886681098,13.0,1,1018.46,5,0,10.0,1,0
34.0,68,2.4423470353692043,62.0,3,1012.09,2,1,2.0,0,2
23.0,67,2.302585092994046,21.0,3,1002.66,1,0,6.5,2,1
0.0,94,2.3513752571634776,76.0,3,997.53,0,3,4.0,2,3
-10.0,61,2.1400661634962708,50.0,3,980.37,0,3,4.0,2,3
-1.0,83,2.995732273553991,85.0,1,982.46,7,3,4.0,1,3
21.0,101,2.5257286443082556,77.0,3,1003.65,10,1,1.0,1,2
12.0,98,3.0204248861443626,61.0,1,1004.98,1,3,3.5,2,2
30.0,60,2.5649493574615367,14.0,3,1009.05,1,2,6.0,2,1
18.0,39,2.5649493574615367,39.0,3,988.64,6,0,9.0,2,3
24.0,83,3.044522437723423,101.0,3,995.39,3,3,0.5,1,2
12.0,93,2.3513752571634776,86.0,3,996.35,0,0,1.5,0,2
27.0,75,3.091042453358316,70.0,1,1000.86,6,0,4.5,0,1
20.0,83,2.4849066497880004,70.0,3,1003.02,1,0,4.5,1,2
-4.0,86,2.740840023925201,84.0,3,993.7,1,3,2.0,2,3
38.0,48,1.5040773967762742,5.0,0,1012.26,5,2,9.5,2,0
27.0,107,3.449987545831587,70.0,3,1003.72,11,1,2.0,2,2
25.0,64,2.5257286443082556,58.0,3,1015.31,2,0,3.5,0,2
25.0,67,2.1400661634962708,62.0,3,1008.04,3,2,2.0,2,2
20.0,61,0.6931471805599453,4.0,0,1019.47,6,1,9.0,2,0
10.0,70,2.5649493574615367,30.0,3,1013.4,3,3,6.0,1,1
22.0,75,2.3978952727983707,31.0,3,1000.79,4,3,7.0,1,1
4.0,81,2.3513752571634776,80.0,1,984.34,1,3,1.5,2,3
11.0,50,0.9162907318741551,14.0,3,1015.95,3,3,6.5,2,1
14.0,65,2.8622008809294686,96.0,1,1007.99,0,2,1.0,2,2
33.0,97,2.970414465569701,82.0,3,1008.39,0,3,4.0,1,2
-9.0,85,2.772588722239781,88.0,3,983.37,1,3,4.5,1,3
18.0,75,2.803360380906535,67.0,3,1015.03,0,0,2.0,2,2
2.0,91,2.4423470353692043,93.0,3,996.91,1,3,4.5,2,3
19.0,66,1.791759469228055,64.0,1,1012.05,0,2,1.0,1,2
25.0,54,2.0794415416798357,47.0,1,1011.13,3,0,7.0,1,1
59.0,95,2.4423470353692043,74.0,3,1016.59,6,1,3.5,0,2
34.0,68,2.6390573296152584,62.0,3,997.87,1,1,2.5,0,2
4.0,63,2.3513752571634776,59.0,3,994.63,0,3,2.5,1,3
0.0,82,2.917770732084279,92.0,3,986.86,0,3,5.0,2,3
37.0,25,2.3513752571634776,6.0,1,1028.14,6,0,9.0,1,0
18.0,70,2.302585092994046,92.0,3,1009.71,3,0,2.0,0,2
27.0,52,1.8718021769015913,12.0,0,1026.19,11,1,9.5,2,0
31.0,60,2.0794415416798357,81.0,1,997.83,1,3,3.5,0,2
20.0,55,2.0149030205422647,42.0,3,1006.69,1,0,8.5,0,1
34.0,62,2.6741486494265287,60.0,3,1013.58,2,0,3.5,1,2
17.0,73,2.917770732084279,93.0,3,1003.31,1,3,3.0,0,2
16.0,66,2.6741486494265287,19.0,3,1009.24,2,2,5.0,0,1
13.0,85,2.3513752571634776,71.0,1,1013.06,0,1,1.5,1,2
29.0,75,2.5257286443082556,14.0,1,1010.79,1,3,9.0,1,1
-10.0,95,1.6094379124341003,62.0,3,984.07,0,3,1.5,1,3
30.0,90,2.6390573296152584,63.0,1,1019.57,1,0,3.0,0,2
19.0,95,1.0986122886681098,74.0,1,1003.75,4,0,2.0,1,1
20.0,69,2.0794415416798357,82.0,3,1010.36,1,2,2.0,2,2
25.0,93,2.5257286443082556,96.0,1,1003.56,3,1,2.5,2,2
21.0,50,1.791759469228055,47.0,1,1010.87,3,3,9.0,1,1
2.0,93,0.9162907318741551,109.0,3,980.1,2,3,5.0,1,3
31.0,68,2.6741486494265287,82.0,3,1019.94,3,0,2.0,1,2
18.0,67,2.772588722239781,73.0,1,1005.72,0,2,4.5,1,2
16.0,80,2.302585092994046,85.0,1,1016.83,6,0,8.0,0,0
-3.0,87,2.5257286443082556,89.0,1,989.61,1,3,4.0,2,3
-6.0,60,2.0149030205422647,54.0,3,985.87,0,3,4.0,2,3
31.0,97,3.0204248861443626,50.0,3,1018.59,3,2,5.0,0,2
28.0,39,0.9162907318741551,0.0,0,1010.35,8,0,6.0,2,0
30.0,61,2.4423470353692043,28.0,3,1009.71,3,2,8.0,1,1
-10.0,69,2.1972245773362196,97.0,3,993.0,0,3,4.5,2,3
15.0,87,1.791759469228055,68.0,1,1013.81,2,0,5.0,1,2
